Price,Area,No. of Bedrooms
4300000,2052,4
13500000,999,3
18000000,1572,3
5200000,1361,3
17000000,999,3
4620000,971,2
8800000,1361,3
5551000,2052,4
7236000,1330,3
5265000,997,3
4914000,997,3
4275000,1120,3
6150000,1150,3
3768000,1782,3
32300000,2379,4
4500000,1250,3
4600000,1671,3
4300000,1249,3
2600000,1443,3
4366000,1354,3
8400000,1610,3
56400000,1170,3
4500000,945,2
4316000,950,2
3724000,1620,3
4336000,853,2
4461000,2525,3
4344000,1338,3
6030000,975,2
3578000,950,2
5520000,600,2
3746000,1480,3
5500000,1454,3
17500000,3762,4
3372000,1131,3
3049000,1079,2
3700000,931,3
6000000,1112,3
6100000,1174,3
16100000,1114,3
3400000,1340,3
6256000,1008,2
4218000,1150,3
7900000,1270,3
6035000,1300,3
13500000,1700,3
16500000,992,2
7200000,897,2
5490000,960,3
11600000,1320,3
7200000,1350,2
3200000,1873,4
6500000,840,2
4500000,1360,3
6000000,917,2
2147000,1548,3
4692000,1700,3
3077000,1501,3
11399999,2400,4
2860000,1462,2
7500000,1036,2
9000000,1977,4
6555000,1200,2
4400000,1080,3
5500000,1073,3
13300000,1030,2
8400000,1080,2
6000000,826,2
4700000,920,2
14500000,905,3
8000000,2052,4
4000000,880,2
4200000,1460,3
2966000,1680,3
3122000,1150,2
3122000,1030,2
3495000,1461,3
4899000,1635,3
6000000,1454,3
6274000,1320,3
13200000,1248,3
11100000,1906,4
16000000,1375,3
2927000,1022,2
11000000,1022,2
2985000,824,2
5217000,892,2
8441000,892,2
6094000,971,2
3564000,1361,3
4728000,1265,3
6500000,1056,3
3800000,1907,4
3400000,1607,3
9700000,2073,3
7200000,861,2
4500000,1707,3
8448000,878,2
3984000,1054,2
2600000,1835,3
4000000,1451,3
26000000,1004,2
2100000,1332,3
5500000,999,3
6000000,1000,3
6500000,920,3
6669000,1455,3
2265000,881,2
11299999,1250,2
3105000,1760,3
3141000,826,2
3611999,540,1
3582000,950,2
4071000,1851,3
4695000,647,2
10100000,985,2
7300000,888,3
7100000,999,3
6327000,1170,2
10100000,795,2
2430000,1987,4
2032000,1035,2
9148000,1047,2
4557000,1204,2
3960000,1194,2
8043000,1357,3
6094000,1565,3
18000000,1780,4
11000000,997,3
6561000,1058,3
5299000,1110,2
8265000,1785,4
4222000,972,3
3967000,813,2
2840000,1605,3
2644000,1085,2
2408000,943,2
6594000,1915,4
7173000,1451,3
5193000,2300,4
3132000,1415,3
8496000,1193,3
2100000,1277,3
23500000,1450,3
11700000,1173,3
2758000,1102,3
3746000,789,2
6500000,928,2
8500000,845,2
17800000,1293,3
5175000,1594,3
8587000,1154,3
6300000,870,2
8500000,1666,3
85300000,1180,2
85300000,1953,3
85300000,1674,3
85300000,935,2
85300000,1270,3
85300000,1655,3
85300000,1927,4
85300000,2181,3
85300000,1362,3
85300000,1385,3
85300000,1216,2
85300000,1925,5
85300000,5359,4
27599999,5359,4
8500000,5359,4
8100000,5359,4
3053000,5359,4
4292000,5359,4
3127000,5359,4
3746000,5359,4
4518000,5359,4
2912000,5359,4
4292000,5359,4
4292000,5359,4
4292000,5359,4
2455000,1900,3
13500000,1450,3
23500000,1463,3
7520999,898,2
8000000,1455,3
8500000,1203,3
3400000,1270,3
10500000,1004,2
8587000,1120,2
6000000,1455,3
5480000,1455,3
12000000,1455,3
4167000,982,2
4923000,1501,3
4050000,1687,3
4368000,1494,3
2952000,1584,4
4257000,1443,3
4248000,760,2
13500000,1630,3
5782000,1385,3
2978000,959,2
5212000,1370,3
3184000,1713,3
7705000,926,2
10000000,1387,3
3264000,1366,3
3522999,1092,3
2560000,820,2
2934000,946,2
3128000,1180,3
8000000,1906,4
7137000,1285,3
6537000,876,2
8300000,1022,3
6500000,995,2
11700000,1306,3
4855000,2003,4
3627000,960,3
5900000,1101,3
5400000,800,2
2800000,863,2
4000000,920,3
5000000,1080,2
5200000,1133,3
3127000,1262,2
2384000,1450,3
2856000,1226,3
2524000,2048,4
5764000,952,2
2805000,1116,2
2766000,1736,3
3001000,1590,3
3088000,912,2
2122000,850,2
2082999,1050,2
3064000,1250,3
2254000,1203,3
2845000,883,2
3314000,1120,3
3684000,935,2
2774000,1281,3
3569000,825,2
3974000,954,3
2766000,1035,3
3001000,1103,3
3088000,732,2
2122000,744,2
2082999,1135,3
3064000,835,2
2254000,869,2
2862000,1012,2
2146000,1125,3
5349000,816,2
8988000,1090,3
9996000,1169,3
6552000,954,3
8120000,1035,3
9968000,1103,3
7100000,732,2
7100000,744,2
2700000,1135,3
18000000,835,2
3127000,1060,3
3615999,795,2
2553000,1184,3
8000000,1605,3
9500000,1785,4
3995000,1170,2
3984000,1450,3
4008000,1780,4
4025000,1058,3
4035000,1058,3
4637000,745,2
3879000,2385,3
2978000,1203,3
4294000,1048,2
3155000,982,2
4583000,1080,2
3247000,1255,2
4065999,1175,3
4311000,1172,3
2879000,1179,3
2482000,1184,3
2222000,1187,3
2936000,1364,3
3750000,1141,3
2606000,876,2
3022000,1263,3
3025000,928,2
2391000,1348,3
3147000,955,2
2565000,1196,3
2783000,1268,3
22799999,1108,3
6700000,955,2
2400000,855,2
4899000,1130,3
3256000,1443,3
2787000,1003,2
14100000,1163,3
2668000,1164,3
8043000,920,2
4226000,1211,3
4226000,987,2
2384000,1071,3
7100000,2452,4
3960000,1011,2
8043000,770,2
2384000,1361,3
6094000,944,2
2384000,945,2
4560000,1572,3
11800000,920,2
4500000,1915,4
2200000,1174,3
2500000,1174,3
5100000,883,2
2200000,1058,3
2100000,943,2
82500000,1915,4
5800000,883,2
14000000,1451,3
20000000,883,2
25000000,1322,3
42500000,1882,4
19500000,1000,2
5200000,750,2
5265000,950,2
3800000,1196,3
9395000,750,2
4942000,750,2
4567000,4310,4
4933000,1384,3
3196000,1327,3
5044000,1725,4
2384000,1855,3
6900000,3307,4
3011000,1725,4
6900000,1580,3
9441000,1170,3
6500000,960,3
8120000,1835,4
9996000,1500,3
5300000,1015,2
2524000,1451,3
4802000,940,3
3007000,970,2
10700000,883,2
4899000,1394,3
3495000,899,2
6027000,1394,3
3752000,1642,3
2705000,2249,3
4140000,1450,3
9344000,1785,4
34500000,904,2
2000000,935,2
11000000,1372,3
2800000,1203,3
5377000,1947,4
13000000,1361,3
8600000,971,2
42699999,1028,3
72600000,1272,3
72600000,917,2
72600000,920,2
72600000,1504,2
72600000,3455,4
72600000,750,2
72600000,1520,3
72600000,1120,3
72600000,905,3
72600000,1140,2
72600000,1349,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
72600000,4527,3
5700000,4527,3
2600000,4527,3
12700000,4527,3
8550000,4527,3
11000000,4527,3
7943000,4527,3
10500000,4527,3
3171000,4527,3
7852000,4527,3
3168000,4527,3
2384000,4527,3
3274000,4527,3
2856000,1800,2
2600000,600,2
18000000,2032,3
14200000,1367,3
9200000,1585,3
30000000,1270,2
7000000,1630,3
2524000,1075,3
2758000,1138,2
2212000,990,2
2699000,883,2
6077000,1110,3
3422000,1120,3
8400000,600,2
8400000,2620,4
6077000,2028,3
14100000,1504,2
3571000,2500,3
14100000,1440,3
4846000,935,2
3456000,935,2
3492000,750,2
13500000,915,2
2147000,1030,2
6500000,1160,3
8925000,1454,3
3049000,1454,3
10500000,1030,2
5870000,1572,3
2428000,1006,2
2633000,1572,3
3300000,932,2
3400000,960,2
2057999,970,2
2318000,1501,3
2378000,826,2
2699000,999,3
3032000,1684,3
8295000,1173,3
7693000,1630,3
10000000,995,2
6555000,852,2
7830000,1013,2
4500000,750,2
2817000,1100,3
2147000,895,2
3163000,1008,3
3163000,1034,3
3049000,915,2
2100000,1064,3
6552000,1185,2
11200000,1304,3
4500000,2003,4
5349000,1150,2
5349000,1535,3
4119000,1250,3
3685000,955,2
6723999,826,2
4800000,1110,3
3100000,1110,3
4000000,1173,3
8800000,725,2
6300000,1170,2
17100000,2585,5
10100000,1150,2
10100000,1103,3
4257000,1103,3
2500000,1084,3
10500000,910,2
9400000,1401,3
3200000,999,2
4300000,890,2
2394000,909,2
95000000,1730,4
110000000,1250,3
15300000,2086,4
3032000,1464,3
3049000,1607,3
4601000,946,2
6948999,750,2
4680000,1530,3
7000000,1565,3
5640000,1000,3
14100000,820,2
4854000,840,2
6030000,4891,5
5706000,5100,4
5265000,1475,3
3347999,1064,3
14100000,1173,3
4257000,1211,3
9336000,1404,3
4567000,965,2
5529000,1691,3
9297000,1410,3
9336000,1572,3
2952000,1080,2
6203000,1340,3
3900000,1268,3
3100000,1170,3
6500000,905,3
2758000,1572,3
4251000,946,2
3615999,1945,4
3032000,1015,2
2600000,1152,3
3122000,1937,4
6094000,1945,4
4872000,820,2
8043000,1058,3
8043000,1370,3
3381000,940,2
4788000,1280,2
8043000,935,2
5171000,1232,3
4788000,1048,2
3049000,1064,3
4500000,750,2
3127000,892,2
5210000,1451,3
4608000,1160,3
16000000,1915,4
7540000,1915,4
6000000,966,2
5500000,1140,2
10500000,1915,4
2400000,1361,3
2400000,1140,2
6500000,1173,3
6322000,1125,3
6900000,1203,3
6561000,1190,3
3108000,1114,3
2684000,1846,3
2400000,1300,3
6500000,1244,2
6322000,984,2
6900000,1200,3
6561000,765,2
3108000,616,1
2684000,1228,3
2188000,1193,3
2777000,1277,3
2036000,1215,3
3368000,1173,3
4222000,1013,2
3967000,616,1
2600000,1228,3
6000000,1193,3
8231000,1277,3
2089000,1215,3
2875000,1173,3
2454000,1013,2
3021000,826,2
31500000,1068,3
4500000,783,2
5500000,1203,3
4500000,1173,3
5500000,1102,3
2000000,856,2
8315000,600,1
2499000,1316,2
27500000,774,2
57400000,1065,3
3200000,909,2
7714000,1119,3
19500000,4046,4
8000000,1070,3
29000000,1450,3
30000000,975,2
11000000,1400,3
4900000,750,1
9180000,1663,3
2250000,550,2
3746000,1950,3
2758000,4955,4
4380000,870,2
4380000,1677,4
10800000,1896,3
5218000,1980,4
3746000,2846,4
2758000,2889,4
9800000,1707,3
5626000,1451,3
3606000,1700,3
4900000,730,2
2959000,1270,3
6371000,935,2
2699000,1485,3
4011999,1485,3
4581000,2236,3
14800000,1076,3
16500000,1270,3
6300000,935,2
5070000,2281,3
2912000,1160,3
10500000,949,2
11100000,1361,3
10500000,822,2
3422000,1385,3
3746000,915,2
2787000,1070,3
2758000,1309,3
11000000,1635,3
5943000,1840,3
9500000,999,2
2524000,975,2
5640000,1120,2
11600000,1630,3
2486000,1659,3
3638000,2026,3
6097000,1160,2
6210000,1270,3
7900000,945,2
11600000,935,2
3672000,1707,3
6210000,1233,3
7900000,1520,3
4147000,935,2
4176000,1410,3
4226000,1975,4
3672000,802,2
3474000,1070,3
2633000,1355,3
2952000,1150,2
3049000,1535,3
4788000,1975,4
6122000,1020,2
4548000,1150,2
4226000,1535,3
6169000,860,2
13600000,1160,3
11900000,1174,3
10300000,1020,2
3638000,965,2
4455000,1013,2
3132000,820,2
2840000,1173,3
3678000,1140,2
10100000,1362,3
10100000,1012,2
10100000,1174,3
9148000,1259,3
8265000,2520,4
6669000,2210,4
6327000,1920,3
7100000,1070,3
6500000,990,2
7300000,870,2
6000000,789,2
5480000,1090,3
6979000,1780,4
4360000,1785,4
5080000,1780,4
3724000,1605,3
4440000,1450,3
11000000,1170,2
4270000,1110,2
18000000,1058,3
6100000,999,3
5360000,997,3
4560000,888,3
3656000,1370,3
3779999,1269,3
8043000,1090,3
6094000,1270,3
3960000,931,3
7100000,1110,2
28600000,1415,3
6750000,949,2
4923000,2300,4
5700000,1525,3
4344000,1340,3
2620000,1140,2
7500000,914,2
2620000,945,2
6600000,1915,4
8500000,1451,3
4300000,943,2
7077000,1058,3
2524000,2889,4
3689000,2081,3
2384000,1094,2
4336000,1082,2
4172000,1114,3
6000000,504,1
4000000,1475,3
52000000,504,1
8500000,1522,3
7300000,1450,3
7100000,950,2
3422000,1900,3
3168000,935,2
2576000,971,2
3168000,883,2
2389000,1112,3
4500000,1043,3
6555000,888,3
6100000,700,2
4560000,5318,4
7300000,1204,2
3960000,997,3
3592000,1058,3
4226000,1160,2
3495000,990,2
4949000,991,2
7100000,990,2
9363000,919,2
3413000,1075,3
6493000,1150,2
4932000,1510,3
2384000,1322,3
2524000,997,3
2524000,943,2
2524000,1012,2
4872000,1174,3
2400000,971,2
28000000,1502,3
69000000,1058,3
120000000,1497,2
24000000,989,2
2900000,1443,3
14400000,1096,2
7036000,883,2
7036000,935,2
9200000,935,2
9200000,935,2
6000000,1160,3
6196000,540,1
9200000,2820,4
11000000,5359,4
3857000,7915,5
10500000,2254,3
2384000,1035,2
6237000,2680,4
10100000,1303,2
4800000,1303,2
8315000,1164,3
2051000,1164,3
2959000,920,2
4003000,1285,3
3856000,1164,3
3590999,1947,4
2952000,800,2
8315000,2026,3
10000000,883,2
13500000,990,2
2384000,1609,3
2394000,1210,2
4899000,1663,3
8370999,774,2
2147000,822,2
2856000,1112,3
4872000,1181,3
5900000,945,2
3711999,820,2
4348000,1663,3
7500000,2393,4
5857000,1501,3
4348000,883,2
4140000,840,2
3406000,1361,3
7711000,1431,3
7723000,826,2
3040000,1120,3
6484000,1160,3
5764000,881,2
4923000,928,2
4518000,1087,3
4950000,1535,3
4167000,999,3
8164000,1359,3
2620000,920,2
9705000,987,2
2688000,1224,3
5742000,1226,3
5339000,950,2
7500000,1441,3
7300000,1281,3
3150000,1094,2
2961000,1004,2
2240000,1100,2
2441000,926,2
10500000,1570,3
2600000,504,1
2400000,2022,3
25600000,560,1
9000000,1126,3
2524000,1047,2
13500000,1156,3
2384000,1181,3
13600000,892,2
7867000,871,2
2524000,659,2
5935000,763,2
5161000,2095,3
8500000,865,2
15000000,860,2
18500000,1765,3
5223000,1200,2
12000000,935,2
32500000,1501,3
2800000,883,2
2787000,2522,4
2699000,1457,3
7300000,935,2
7900000,999,3
13500000,1122,2
3477000,1451,3
13500000,2028,3
2668000,1671,3
3584000,1077,3
13500000,2028,3
3960000,2891,4
3477000,700,2
4350000,945,2
9639000,915,2
9128000,997,3
8295000,1348,3
3960000,1501,3
3032000,966,2
3163000,1501,3
8043000,920,2
7750000,1215,3
3049000,1501,3
2700000,943,2
3200000,966,2
2384000,1267,3
3800000,1377,3
4000000,1304,3
2800000,1185,2
7500000,943,2
5300000,1064,3
4400000,1110,3
6556999,1915,4
4226000,1550,3
9200000,1173,3
4360000,876,2
5500000,650,2
11900000,883,2
3049000,1000,3
2524000,900,3
2147000,615,2
6500000,1132,2
2685000,1250,3
8164000,1028,2
5112000,1990,4
5773000,1174,3
7300000,1431,3
8500000,1090,3
5500000,950,2
5773000,2212,4
6007000,1173,3
6021000,935,2
6075000,826,2
22000000,1460,3
82500000,895,3
10500000,1570,3
9818000,1440,3
2430000,1283,3
2032000,1468,3
4160000,1925,4
11299999,1250,3
5594000,1283,3
5217000,1335,3
4169000,1249,3
9405000,1350,3
7945999,2773,4
14200000,4320,4
8120000,1630,3
11600000,1875,3
5073000,972,3
4872000,813,2
3150000,1027,3
20800000,1987,4
12900000,1351,3
3792000,1260,3
4216000,1007,2
9973000,1837,4
9211000,1552,3
2617000,1833,3
5455000,1450,3
6000000,2155,3
3724000,1390,3
6094000,1160,3
14100000,1068,2
3600000,2452,4
11700000,1527,3
6376000,998,2
4822000,1360,3
12800000,1635,4
9430000,1510,3
7106999,818,2
6000000,1131,3
8315000,911,3
4266000,931,3
5365000,1451,3
3495000,1572,3
3672000,1083,2
3746000,2050,4
2682000,1109,2
9137000,1026,3
11000000,2232,4
6700000,1640,3
10500000,1236,2
3049000,1574,2
2633000,1663,3
2147000,948,2
6094000,1095,3
2633000,971,2
2699000,1020,2
2394000,1102,3
7100000,789,2
2394000,1298,3
2731000,1707,3
5700000,1150,3
5700000,1630,3
6274000,1173,3
6530000,1013,2
5500000,826,2
2700000,1451,3
2200000,1013,2
3482000,915,2
3286000,840,2
8265000,1058,3
14600000,840,2
4100000,1115,3
5500000,1445,3
2500000,1445,3
2200000,1056,3
7936000,1099,3
9288000,1300,3
4500000,844,2
3032000,799,2
4224000,925,2
8856000,873,2
3049000,1425,3
2147000,2520,4
2147000,910,2
12400000,1450,3
10000000,800,2
11500000,750,2
10100000,1550,3
94000000,1935,4
29500000,1100,3
11399999,1064,3
4500000,871,2
9200000,1417,3
3529000,1173,3
9700000,826,2
11000000,826,2
4003000,1827,3
9200000,1476,3
4400000,1424,3
3996000,1525,3
14100000,4891,5
32000000,4047,4
12000000,1883,3
12500000,1400,3
120000000,1431,3
4300000,1103,3
6555000,1552,3
6555000,1707,3
3746000,1112,3
11800000,1431,3
2787000,1000,3
3746000,1110,3
9200000,1572,3
6327000,2500,3
2787000,1450,3
8265000,1500,3
6669000,7995,5
2699000,1101,3
2389000,1150,2
10100000,1150,2
3422000,1270,3
6327000,1754,3
2787000,945,2
2647000,1270,3
6669000,1164,3
8265000,1110,2
9148000,945,2
3575000,1450,3
4380000,1170,2
3422000,915,2
4380000,919,2
3233000,1780,4
4292000,1160,2
3007000,1110,2
2699000,945,2
4380000,929,3
3422000,1170,2
2758000,1450,3
8747000,1605,3
2250000,517,2
10100000,1485,3
6659999,1160,2
2160000,1485,3
3233000,944,2
3257000,1455,3
13500000,1203,3
12700000,915,2
13500000,1485,3
2998000,1160,2
4962000,935,2
4734000,1562,3
6300000,605,1
13500000,1780,4
9495000,1480,3
4923000,480,1
4636000,944,2
4923000,944,2
4788000,1501,3
6484000,2032,3
3256000,1501,3
2912000,869,2
3089000,1398,3
5274000,1052,2
3256000,1400,3
4788000,1501,3
4788000,1488,3
4791000,1094,2
81199999,1140,2
14100000,1094,2
4872000,1140,2
6327000,1441,3
4500000,944,2
3336000,560,1
2991000,746,2
2617000,1172,3
4270000,944,2
3018000,1140,2
4899000,1140,2
4456000,1331,3
2052000,5075,4
3122000,1572,3
3911999,1160,3
60100000,1110,2
5477000,1070,2
13200000,967,2
8164000,867,2
8500000,818,2
7300000,949,2
5764000,901,2
4536000,1361,3
4214000,1114,3
8988000,570,1
6552000,892,2
9996000,815,2
10500000,3762,4
5070000,1074,3
6502000,1907,4
3252000,1570,3
5352000,1768,3
3689000,997,3
5206000,1281,3
5352000,1008,2
3260000,869,2
3479999,1605,3
6500000,1170,2
11000000,1785,4
4791000,2028,3
4292000,975,2
11000000,1275,3
3422000,813,2
11000000,1110,3
6555000,971,2
15000000,888,3
19500000,1110,3
8700000,815,2
7100000,870,2
5355000,999,3
5288000,1759,3
7300000,1331,3
14900000,1455,3
9985000,1707,3
7387000,1160,2
8499000,1707,3
2553000,1150,2
4032000,1650,3
3156000,2186,3
2321000,1185,2
6436000,1058,3
3329999,1482,3
9979000,904,2
8999000,997,3
8131000,2452,4
6227000,1637,4
4355000,1211,3
3190000,1410,3
2566000,982,2
7100000,1367,3
20800000,1070,2
16800000,787,2
13000000,1262,3
12700000,653,2
7956000,1782,4
4689000,1607,3
5773000,1452,3
4527000,1112,2
4687000,1361,3
3495000,997,2
7300000,802,2
9200000,1058,3
6000000,2526,4
3960000,2454,4
4000000,1987,3
11000000,1530,3
16500000,2034,3
12800000,1272,2
20000000,967,2
53000000,1283,3
36000000,1006,2
7300000,1297,3
8295000,971,2
10500000,997,3
6350000,1431,3
11000000,888,3
12700000,943,2
8550000,793,2
8231000,1300,3
7943000,1643,4
11399999,1601,3
8700000,1733,3
11399999,3319,4
8700000,2726,4
8000000,997,3
6500000,1185,2
4700000,1630,3
2100000,1270,3
6450000,1585,3
2912000,2032,3
10100000,1367,3
3083000,1316,2
2912000,1270,2
2985000,1300,3
2958000,972,3
4788000,2052,4
3960000,1548,3
4872000,1201,3
6350000,1178,3
3996000,708,1
3077000,750,2
3256000,1032,2
3256000,560,1
2829000,1780,4
9200000,907,3
9200000,560,1
8043000,878,2
23000000,870,2
3127000,1140,2
5027000,943,2
3127000,1160,3
5027000,1270,3
12000000,1110,3
3256000,905,3
7736000,944,2
8001000,944,2
3746000,1029,3
4200000,1431,3
4200000,1431,3
4653000,1915,4
7100000,2200,4
2524000,1203,3
2394000,1289,3
2384000,1203,3
5900000,1289,3
29000000,1715,3
16000000,944,2
4700000,1228,3
6555000,1270,3
6555000,1270,3
16500000,793,2
50900000,1100,2
3682000,1125,3
2200000,1133,2
2200000,935,2
2650000,840,2
2699000,883,2
3422000,999,3
6094000,2889,4
3127000,2581,4
2389000,1146,3
3127000,1150,2
6094000,1150,2
3600000,2600,4
7100000,5359,4
3960000,1136,3
7800000,800,2
3960000,800,2
2384000,829,2
4277000,915,2
2780000,1160,2
5500000,1451,3
9430000,1203,3
3252000,919,2
4270000,1203,3
5518000,1451,3
6169000,750,2
2875000,1058,3
8106000,943,2
7755000,1224,3
6087000,943,2
7943000,883,2
6484000,910,2
10300000,869,2
6484000,1050,2
2720000,2050,4
4836000,813,2
4836000,949,2
9500000,1415,3
7300000,1259,3
3032000,1000,3
3163000,1270,3
7750000,1215,3
2524000,954,2
6700000,1270,2
4200000,1441,3
7976000,1643,3
5808000,1441,3
3732000,850,2
5200000,930,2
8043000,930,2
5268000,2320,3
4923000,997,3
4518000,1064,3
3295000,1110,3
5640000,1550,3
4455000,935,2
3604000,1334,2
4047999,1250,3
2617000,1564,3
5465000,1139,2
4539000,933,3
5858000,1258,3
4500000,1915,4
6335000,1317,3
2486000,1094,2
5764000,1004,2
5626000,1063,3
2624000,1200,3
4316000,948,2
3724000,901,2
8315000,964,2
3821000,818,2
4836000,1127,3
2912000,1010,2
2524000,993,2
4695000,840,2
4071000,1348,3
3611999,777,2
3582000,1281,3
3141000,1160,3
3105000,820,2
2147000,1079,2
12000000,931,3
5200000,1663,3
8600000,1015,2
2384000,930,2
9000000,560,1
25200000,935,2
3400000,1565,3
5500000,1357,3
50199999,1204,2
50300000,1194,2
42800000,1047,2
50500000,1035,2
42900000,826,2
50199999,1150,1
42699999,1350,3
72600000,1367,3
85300000,883,2
85300000,1435,3
85300000,1800,3
85300000,885,2
85300000,1067,2
85300000,5359,4
85300000,5359,4
85300000,4527,3
85300000,5359,4
85300000,4527,3
85300000,5359,4
85300000,4527,3
85300000,4527,3
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
85300000,5359,4
4292000,5359,4
3422000,5359,4
5929000,5359,4
6000000,5359,4
3981000,5359,4
3016000,5359,4
4629000,5359,4
10500000,5359,4
3296000,5359,4
3867000,5359,4
7395000,5359,4
5160000,5359,4
7073999,5359,4
7395000,1455,3
60100000,1160,2
3381000,1379,3
2147000,920,2
2633000,971,2
3163000,580,1
17500000,1342,3
6350000,1630,3
8400000,824,2
4788000,1105,3
2912000,1450,3
6094000,1290,3
8043000,1310,2
4872000,1450,3
3163000,3762,4
8370999,966,2
3032000,826,2
2633000,1013,2
3960000,1110,3
8043000,1954,3
2633000,1270,3
36000000,1269,3
17600000,1140,2
3689000,1120,2
6500000,1451,3
2394000,1915,4
2500000,1160,3
5200000,1110,3
3500000,1431,3
11200000,1064,3
5168000,1013,2
3163000,943,2
32300000,1915,4
9479000,1013,2
3049000,3436,4
7800000,2166,2
12800000,802,2
42500000,1400,3
26000000,840,2
10000000,525,1
22000000,1250,3
4900000,1010,3
4100000,2585,5
6500000,1360,3
9200000,1110,3
7006000,2525,3
4043000,1424,3
7055000,1173,3
10500000,1224,3
14500000,1376,3
11500000,3307,5
12500000,2200,3
8500000,1870,3
3127000,2067,4
4608000,659,2
3001000,1200,3
8100000,1490,4
8265000,1431,3
3746000,1130,2
2958000,919,2
10100000,1138,2
6500000,1630,3
4700000,1906,4
2200000,1535,3
6500000,1535,3
13700000,1065,2
9148000,1203,3
8265000,1114,3
6327000,1035,3
8700000,1277,2
4629000,1450,3
8700000,1102,3
10100000,870,2
6500000,1780,4
2400000,1350,3
2237000,930,2
14500000,800,2
6000000,850,2
7100000,1671,3
5500000,1605,3
2720000,1450,3
6000000,1110,2
5330000,941,3
9185000,1342,3
7700000,941,3
14000000,1785,4
5222000,1067,2
6563000,746,2
22000000,785,2
3168000,1566,3
13500000,920,2
3840000,2166,3
4291000,1095,2
11000000,850,2
4788000,920,2
3960000,1099,3
6000000,1416,3
6000000,1187,2
11000000,1572,3
4788000,1024,3
4846000,1172,2
3960000,3702,3
4256000,990,2
2477000,1501,3
3422000,1200,3
7100000,1192,2
3007000,1947,4
2212000,1140,2
2297000,943,2
3032000,920,2
2800000,920,2
8043000,1947,4
6500000,1140,2
3049000,932,2
3746000,943,2
3988000,1120,2
2958000,991,2
2682000,1160,3
2682000,1058,3
11000000,1203,3
8265000,750,2
7102000,919,2
7000000,1064,3
4090000,1120,2
2958000,1915,4
8505000,1350,3
4538000,1173,3
4413000,1102,3
3660000,1173,3
3476000,870,2
2985000,789,2
2620000,789,2
4836000,1300,3
9000000,1450,3
4057000,1544,3
2934000,1000,3
3996000,909,2
4842000,870,2
6500000,1978,4
6500000,1096,3
4700000,1003,3
11000000,832,2
4791000,790,2
2952000,878,2
9148000,504,1
11000000,930,2
9200000,1950,4
2630000,966,2
10900000,863,2
3724000,1110,3
2828000,1076,2
14600000,1615,3
7812000,1250,3
5764000,1000,3
4461000,1707,3
4461000,1331,3
4527000,820,2
14600000,1605,3
4461000,1947,4
7295999,1164,3
8173999,822,2
9000000,1920,3
8164000,931,3
5420000,416,1
4600000,2520,4
10100000,1240,3
8700000,1281,3
4608000,1174,3
7143000,1174,3
3314000,1006,2
6669000,2520,4
4527000,1174,3
2524000,1303,2
8265000,1572,3
6094000,2060,4
3274000,1570,3
3171000,1232,3
2498000,1050,2
2856000,1780,4
5444000,941,3
4696000,1114,3
3786000,1185,3
3001000,917,2
2766000,1170,2
2082999,1322,3
9790000,935,2
2862000,1450,3
3300000,1451,3
6669000,1110,3
9148000,1075,3
4629000,847,2
10100000,1120,3
2800000,1361,3
2147000,1174,3
6669000,971,2
2585000,1035,3
9148000,954,3
6669000,744,2
2699000,1780,4
6094000,1060,3
4791000,1269,3
4872000,1170,2
2297000,1605,3
3256000,1342,3
2394000,1785,4
9200000,1120,3
4916000,826,2
6000000,1170,2
4527000,1066,3
4596000,1605,3
9200000,1170,2
2147000,915,2
3049000,1451,3
3256000,1331,3
3163000,1160,3
4527000,919,2
3119000,944,2
16000000,840,2
14000000,1431,3
4400000,1229,3
3200000,888,3
9600000,1322,3
5500000,1342,3
4800000,1431,3
6555000,826,2
50599999,1173,3
4872000,944,2
6157000,1100,3
6350000,1322,3
4033000,944,2
2220000,1525,3
5012000,2231,3
3011000,1000,3
4608000,935,2
9495000,1719,3
8315000,1290,3
2985000,1160,3
9996000,1150,2
6216000,5359,4
2985000,1160,3
9996000,1310,2
2315000,1270,3
16800000,1204,3
3510000,740,2
3196000,1412,3
6602000,899,2
3440000,1114,3
6618000,1899,3
8120000,1663,3
9968000,878,2
3077000,1785,4
10300000,1110,2
30000000,878,2
2500000,1785,4
4646000,785,2
2146000,1985,3
8600000,1097,3
13899999,970,2
11100000,1048,2
3163000,1075,2
3032000,1085,2
3647999,1450,3
5510000,1780,4
13899999,905,3
2576000,1990,4
3083000,2891,4
6191000,700,2
